FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch
16077,7766,30.9,0.2,2.8,0.4,0.2,30.6,65,39288.0,54.0
16079,12672,20.7,0.3,1.5,0.5,0.1,3.4,93,36811.0,39.0
16081,10166,29.3,0.2,0.6,0.5,0.2,17.2,81,51561.0,37.0
16083,78005,27.4,0.5,1.2,1.3,0.2,14.1,82,41942.0,44.0
16085,9638,19.1,0.3,1.0,0.4,0.0,4.4,93,46210.0,29.0
16087,10255,24.1,0.2,1.3,1.1,0.2,16.9,80,35232.0,48.0
17001,67159,22.8,3.5,0.2,0.7,0.0,1.3,93,43293.0,40.0
17003,8036,22.6,35.3,0.4,0.3,0.1,2.0,60,28499.0,69.0
17005,17727,20.3,6.4,0.6,0.4,0.0,3.2,88,44945.0,38.0
17007,54367,28.2,2.1,0.7,1.4,0.1,20.3,75,57708.0,38.0
17009,6878,15.5,18.7,1.2,0.3,0.0,5.9,74,46160.0,29.0
17011,34606,22.8,0.7,0.4,0.8,0.0,7.9,89,48474.0,31.0
17013,5048,21.4,0.1,0.2,0.3,0.0,1.1,98,47218.0,35.0
17015,15163,20.1,1.0,0.3,0.4,0.0,3.1,94,42996.0,34.0
17017,13579,24.8,3.1,0.5,0.6,0.0,17.3,78,40065.0,49.0
17019,201685,19.0,12.3,0.4,9.4,0.1,5.5,70,42847.0,39.0
17021,34865,22.2,1.6,0.2,0.6,0.0,1.5,95,46401.0,38.0
17023,16161,22.5,0.5,0.2,0.3,0.0,1.3,97,48940.0,33.0
17025,13728,22.8,0.5,0.2,0.6,0.0,1.3,97,38445.0,39.0
17027,37956,22.5,3.7,0.3,0.5,0.1,2.9,92,59711.0,24.0
17029,53916,18.0,4.1,0.2,1.0,0.0,2.3,91,40623.0,39.0
17031,5217080,23.5,24.1,0.8,6.5,0.1,24.4,44,50806.0,52.0
17033,19857,20.4,4.8,0.3,0.5,0.0,2.1,91,46307.0,35.0
17035,11096,23.4,0.6,0.2,0.3,0.0,0.9,97,47145.0,30.0
17037,104743,21.9,6.5,0.4,2.7,0.1,10.5,79,52091.0,27.0
17039,16578,22.4,0.7,0.2,0.5,0.0,2.2,95,56147.0,33.0
17041,19836,25.6,0.4,0.2,0.5,0.0,6.4,92,48671.0,26.0
17043,923222,24.4,4.8,0.4,10.4,0.0,13.6,70,74122.0,18.0
17045,18393,22.0,0.6,0.2,0.2,0.0,1.2,97,43596.0,37.0
17047,6618,22.6,0.7,0.2,0.3,0.0,1.0,97,41239.0,28.0
17049,34280,24.3,0.4,0.2,0.5,0.0,1.9,97,48632.0,26.0
17051,22133,22.0,4.5,0.2,0.2,0.0,1.5,93,40247.0,42.0
17053,13976,23.3,0.8,0.3,0.3,0.0,2.4,95,49206.0,29.0
17055,39627,22.7,0.5,0.3,0.4,0.0,1.4,96,36610.0,47.0
17057,36962,20.6,3.6,0.6,0.4,0.0,2.5,92,46539.0,34.0
17059,5528,20.5,0.4,0.3,0.1,0.0,1.3,97,36722.0,43.0
17061,13798,22.7,1.1,0.2,0.1,0.0,0.9,97,42534.0,39.0
17063,50130,26.8,1.4,0.3,0.8,0.0,8.4,88,63685.0,16.0
17065,8425,22.5,0.6,0.4,0.2,0.0,1.4,97,41446.0,39.0
17067,19031,21.6,0.4,0.2,0.3,0.1,1.1,97,43850.0,36.0
17069,4281,20.6,0.5,0.6,0.5,0.1,1.4,96,35596.0,49.0
17071,7196,19.6,0.3,0.3,0.3,0.1,1.2,97,45217.0,39.0
17073,50328,23.5,1.6,0.3,0.4,0.0,4.9,92,50445.0,29.0
17075,29475,23.3,1.0,0.3,0.5,0.0,5.7,92,48577.0,37.0
17077,60365,17.3,14.3,0.5,3.7,0.1,4.3,75,32868.0,49.0
17079,9717,22.5,0.3,0.2,0.3,0.0,0.9,98,46257.0,32.0
17081,38713,22.1,8.4,0.3,0.7,0.0,2.2,87,42601.0,47.0
17083,22916,22.3,0.5,0.3,0.4,0.0,1.1,97,55416.0,36.0
17085,22712,20.4,0.6,0.2,0.4,0.1,2.8,95,51293.0,26.0
17087,12654,18.8,8.3,0.4,0.2,0.0,3.1,87,42357.0,36.0
17089,520271,28.7,5.5,1.0,3.7,0.1,31.1,59,66133.0,35.0
17091,113698,25.0,15.1,0.4,1.0,0.0,9.2,73,46046.0,45.0
17093,116631,30.9,5.7,0.4,3.3,0.0,15.9,74,82934.0,17.0
17095,52917,20.3,7.3,0.3,0.7,0.0,4.9,85,39803.0,43.0
17097,706222,26.8,6.8,0.8,6.6,0.1,20.3,65,74306.0,23.0
17099,113518,22.8,2.0,0.3,0.7,0.0,8.3,88,48945.0,34.0
17101,16745,19.2,9.6,0.3,0.3,0.0,3.5,86,38934.0,38.0
17103,35467,21.0,5.1,0.3,0.8,0.0,5.1,88,48388.0,33.0
17105,38885,22.2,5.1,0.2,0.6,0.0,4.1,89,53249.0,31.0
17107,30140,19.7,7.7,0.3,0.7,0.0,3.1,87,46863.0,34.0
17109,32582,15.7,5.2,0.3,2.2,0.0,2.8,88,38916.0,39.0
17111,308944,26.7,1.1,0.5,2.6,0.0,11.7,83,70682.0,17.0
17113,170556,22.3,7.4,0.3,4.5,0.0,4.6,82,58791.0,21.0
17115,110730,22.7,16.3,0.3,1.1,0.0,2.0,78,44725.0,42.0
17117,47687,22.3,1.0,0.3,0.3,0.0,1.0,97,46525.0,37.0
17119,268459,22.5,7.9,0.3,0.9,0.0,2.9,86,50462.0,37.0
17121,39335,23.0,4.0,0.4,0.6,0.0,1.5,92,40056.0,50.0
17123,12533,21.5,0.5,0.2,0.5,0.0,2.7,96,50571.0,35.0
17125,14485,21.8,0.6,0.3,0.3,0.0,1.0,97,43515.0,40.0
17127,15442,22.9,5.7,0.4,0.3,0.0,2.0,90,39308.0,49.0
17129,12703,22.8,0.8,0.3,0.3,0.0,1.1,97,58900.0,23.0
17131,16363,22.4,0.4,0.1,0.4,0.0,1.9,97,52351.0,23.0
17133,33306,24.1,0.3,0.2,0.5,0.0,1.4,97,71766.0,11.0
17135,29848,20.9,3.3,0.2,0.4,0.0,1.6,94,49430.0,37.0
17137,35543,21.0,6.2,0.4,0.5,0.0,2.2,89,43210.0,40.0
17139,14824,24.8,0.5,0.2,0.3,0.0,1.0,97,49994.0,34.0
17141,53115,24.3,1.0,0.3,0.6,0.1,9.1,88,55009.0,24.0
17143,186834,24.1,17.6,0.4,3.3,0.0,4.0,73,49022.0,45.0
17145,22264,20.5,8.6,0.4,0.4,0.0,2.8,87,40167.0,38.0
17147,16675,23.5,0.6,0.2,0.4,0.0,1.2,97,61339.0,20.0
17149,16398,22.5,1.8,0.2,0.2,0.0,1.1,96,38743.0,37.0
17151,4370,18.6,6.5,0.7,0.3,0.0,1.5,90,37757.0,45.0
17153,6046,22.9,31.9,0.5,0.3,0.0,1.7,64,31742.0,73.0
17155,5968,20.7,0.8,0.1,0.3,0.0,4.3,94,51518.0,22.0
17157,33361,19.6,9.8,0.3,0.3,0.1,2.7,86,44708.0,38.0
17159,16230,22.0,0.7,0.2,0.8,0.0,1.4,96,42369.0,39.0
17161,147556,22.4,8.8,0.6,1.8,0.0,11.9,75,44487.0,44.0
17163,270259,25.0,30.2,0.3,1.3,0.1,3.4,63,49634.0,42.0
17165,24981,22.8,4.1,0.4,0.5,0.1,1.6,92,35999.0,44.0
17167,198844,23.5,11.9,0.2,1.7,0.0,1.9,82,51537.0,34.0
17169,7479,20.8,3.2,0.2,0.3,0.0,1.6,94,43744.0,37.0
17171,5271,22.9,0.2,0.2,0.2,0.0,0.9,98,48361.0,27.0
17173,22212,22.1,0.4,0.2,0.3,0.0,1.0,98,45964.0,29.0
17175,5667,23.3,0.7,0.3,0.4,0.0,1.2,97,46913.0,30.0
17177,47563,22.3,9.1,0.2,0.7,0.0,3.1,85,42661.0,44.0
17179,135661,23.2,1.2,0.3,0.8,0.0,2.0,95,50106.0,27.0
17181,17708,21.3,1.0,0.7,0.4,0.0,5.1,92,39099.0,45.0
17183,81509,24.4,12.9,0.3,0.8,0.0,4.4,80,40742.0,51.0
17185,11834,22.1,0.7,0.2,0.7,0.0,1.4,96,48154.0,33.0
17187,17818,22.0,1.8,0.3,0.8,0.1,8.9,87,44818.0,37.0
17189,14533,21.3,0.8,0.1,0.3,0.0,1.5,97,50465.0,27.0
17191,16651,22.6,0.5,0.2,0.5,0.0,1.1,97,40178.0,36.0
17193,14663,21.1,0.5,0.3,0.2,0.0,1.3,97,41706.0,40.0
17195,58388,23.1,1.4,0.4,0.5,0.0,11.2,86,45930.0,37.0
17197,681545,28.4,11.1,0.4,4.8,0.0,15.9,67,72053.0,25.0
17199,66622,22.0,4.1,0.4,0.9,0.0,2.0,91,41079.0,42.0
17201,293993,24.6,12.0,0.5,2.4,0.0,11.2,72,44353.0,52.0
17203,38861,25.4,0.7,0.2,0.6,0.0,1.5,96,65998.0,17.0
18001,34370,30.8,0.3,0.3,0.3,0.0,4.1,95,47265.0,32.0
18003,358327,26.7,11.7,0.5,2.8,0.1,6.7,76,47411.0,44.0
18005,77870,24.8,2.0,0.5,3.7,0.1,6.3,86,52669.0,32.0
18007,8853,25.2,0.6,0.2,0.2,0.0,4.9,93,45644.0,36.0
18009,12594,22.8,0.6,0.2,0.2,0.0,1.1,97,38346.0,43.0
18011,57481,27.7,1.1,0.2,1.8,0.0,2.4,93,63717.0,17.0
18013,15099,20.3,0.5,0.4,0.3,0.0,1.3,96,53376.0,39.0
18015,20031,24.0,0.4,0.3,0.1,0.0,3.8,95,49216.0,34.0
18017,38828,25.7,1.5,1.2,1.1,0.2,13.2,83,41271.0,41.0
18019,111570,23.6,6.9,0.4,0.9,0.1,4.9,85,49778.0,40.0
18021,26894,23.5,0.5,0.2,0.3,0.0,1.2,97,44574.0,39.0
18023,33104,26.6,0.6,0.4,0.3,0.0,13.9,85,45712.0,42.0
18025,10658,22.9,0.4,0.5,0.2,0.1,1.4,97,37674.0,48.0
18027,31978,28.7,0.6,0.3,0.6,0.1,4.3,94,43800.0,37.0
18029,50113,24.5,0.7,0.2,0.4,0.1,1.0,97,56344.0,26.0
18031,25944,24.9,0.4,0.2,0.9,0.0,1.7,96,44574.0,36.0
18033,42462,26.0,0.4,0.3,0.5,0.1,2.4,96,46262.0,33.0
18035,117660,19.7,6.9,0.3,1.1,0.1,1.9,88,37208.0,42.0
18037,42199,25.1,0.4,0.3,0.5,0.1,6.3,92,51936.0,23.0
18039,198941,28.3,5.6,0.6,1.1,0.1,14.5,77,44354.0,46.0
18041,24285,23.5,1.4,0.2,0.4,0.0,1.0,96,37292.0,53.0
18043,74989,23.5,5.2,0.3,1.0,0.0,2.8,89,51210.0,35.0
18045,17213,23.7,0.4,0.3,0.3,0.1,2.2,96,44508.0,34.0
18047,23041,25.5,0.3,0.2,0.2,0.0,1.1,98,51106.0,30.0
18049,20872,24.4,0.9,0.8,0.6,0.0,4.4,93,42417.0,38.0
18051,33505,23.8,2.0,0.2,0.5,0.0,1.4,95,46570.0,28.0
18053,69793,21.4,6.9,0.4,0.6,0.0,3.7,87,38745.0,46.0
18055,32895,23.5,0.4,0.3,0.3,0.0,1.1,97,42877.0,36.0
18057,282810,29.6,3.7,0.2,5.0,0.0,3.6,86,84939.0,12.0
18059,70529,25.6,2.2,0.2,0.8,0.0,1.8,94,61540.0,19.0
18061,39336,23.2,0.6,0.3,0.4,0.0,1.6,96,49551.0,33.0
18063,147979,26.9,5.2,0.3,2.2,0.1,3.1,88,64239.0,17.0
18065,49264,22.2,2.3,0.2,0.3,0.0,1.5,95,36572.0,40.0
18067,82800,23.3,6.9,0.4,1.0,0.0,2.7,87,40997.0,40.0
18069,37211,23.3,0.6,0.4,0.5,0.0,1.8,96,47326.0,33.0
18071,42966,24.5,0.7,0.3,0.9,0.1,5.9,91,44921.0,38.0
18073,33416,25.2,0.8,0.3,0.4,0.0,5.5,92,52559.0,30.0
18075,21310,26.6,0.4,0.1,0.4,0.0,2.9,96,38572.0,41.0
18077,32249,22.2,1.8,0.2,0.7,0.0,2.3,94,40386.0,42.0
18079,28196,25.7,0.9,0.1,0.3,0.0,2.2,96,42577.0,44.0
18081,141656,26.0,1.4,0.3,2.1,0.0,3.2,92,61477.0,27.0
18083,38500,21.2,2.7,0.2,0.6,0.0,1.7,94,38653.0,39.0
18085,77336,25.2,0.8,0.4,1.0,0.0,7.5,90,50823.0,38.0
18087,37382,34.3,0.4,0.3,0.4,0.0,3.6,95,42119.0,35.0
18089,495558,25.3,25.0,0.5,1.4,0.1,17.0,55,48143.0,48.0
18091,111374,22.4,10.6,0.4,0.6,0.0,5.6,81,47201.0,43.0
18093,46195,23.1,0.5,0.4,0.5,0.0,1.3,96,43471.0,37.0
18095,131235,22.7,8.2,0.4,0.4,0.0,3.4,86,41766.0,40.0
18097,911296,25.1,26.3,0.5,2.1,0.1,9.6,60,39957.0,56.0
18099,47050,26.5,0.5,0.4,0.6,0.1,8.8,89,46301.0,39.0
18101,10332,23.7,0.3,0.3,0.3,0.0,0.9,98,44715.0,34.0
18103,36611,22.4,4.6,0.9,0.4,0.0,2.6,90,43287.0,39.0
18105,139799,16.0,3.3,0.3,5.6,0.1,3.1,86,40262.0,29.0
18107,38441,23.7,1.0,0.4,0.6,0.0,4.6,93,43176.0,35.0
18109,69464,24.6,0.4,0.3,0.4,0.0,1.3,97,53690.0,31.0
18111,14161,22.3,0.5,0.3,0.3,0.1,5.2,93,44418.0,39.0
18113,47553,26.6,0.5,0.3,0.4,0.0,9.8,88,46690.0,42.0
18115,6065,21.2,0.5,0.2,0.3,0.0,1.3,97,48788.0,30.0
18117,19969,24.3,1.1,0.4,0.3,0.0,1.1,96,37910.0,41.0
18119,21499,22.8,0.5,0.4,0.4,0.0,1.1,97,41004.0,35.0
18121,17237,20.8,2.5,0.4,0.2,0.0,1.4,95,40790.0,44.0
18123,19354,21.0,2.6,0.2,0.4,0.0,1.1,95,45234.0,37.0
18125,12728,21.9,0.4,0.2,0.2,0.0,1.0,98,42482.0,30.0
18127,165537,23.8,3.1,0.4,1.3,0.0,8.6,86,62178.0,26.0
18129,25720,23.2,1.1,0.2,0.3,0.0,1.0,96,55488.0,24.0
18131,13363,23.6,0.8,0.3,0.3,0.0,2.5,95,43971.0,37.0
18133,37917,20.6,4.1,0.3,0.8,0.0,1.7,92,46961.0,36.0
18135,26105,24.0,0.7,0.4,0.3,0.0,3.1,95,39611.0,42.0
18137,28759,25.9,0.4,0.2,0.5,0.0,1.7,96,47900.0,33.0
18139,17287,24.2,0.9,0.2,0.4,0.0,1.2,97,44416.0,38.0
18141,266700,24.4,12.5,0.5,2.0,0.1,7.5,75,43813.0,45.0
18143,23987,23.6,0.4,0.2,0.6,0.1,1.5,97,38826.0,43.0
18145,44337,24.0,1.2,0.3,0.6,0.1,3.7,93,49437.0,34.0
18147,20961,23.8,0.6,0.2,0.4,0.0,2.5,96,53464.0,28.0
18149,23199,23.8,0.5,0.5,0.3,0.0,3.5,94,42088.0,47.0
18151,34028,22.2,0.6,0.4,0.6,0.0,3.0,95,45957.0,37.0
18153,21356,20.8,4.6,0.3,0.2,0.0,1.5,92,42608.0,38.0
18155,10569,24.9,0.5,0.3,0.2,0.0,1.4,97,42285.0,39.0
18157,174724,20.4,4.2,0.4,6.5,0.1,7.7,80,43339.0,37.0
18159,15788,22.4,0.3,0.2,0.4,0.0,2.3,96,53300.0,26.0
18161,7513,24.7,0.7,0.3,0.3,0.1,1.3,96,43540.0,36.0
18163,180305,22.1,9.1,0.3,1.1,0.1,2.3,85,43570.0,48.0
18165,16231,22.9,0.3,0.3,0.2,0.0,1.0,97,45089.0,39.0
18167,108182,21.1,7.0,0.4,1.8,0.0,2.4,86,39173.0,43.0
18169,32608,22.4,0.7,0.7,0.5,0.0,2.2,95,42032.0,36.0
18171,8431,22.9,0.4,0.2,0.5,0.1,1.2,97,49095.0,26.0
18173,60275,25.4,1.5,0.2,1.7,0.0,1.7,94,63543.0,22.0
18175,28147,24.7,0.4,0.3,0.3,0.0,1.2,97,39085.0,43.0
18177,68643,22.9,4.9,0.3,0.8,0.1,2.7,89,36559.0,48.0
18179,27734,24.4,0.5,0.3,0.5,0.0,2.2,96,49234.0,27.0
18181,24694,23.9,0.4,0.5,0.4,0.0,7.3,91,45748.0,38.0
18183,33392,24.2,0.4,0.3,0.4,0.0,1.7,96,48192.0,24.0
19001,7527,22.2,0.2,0.1,0.3,0.0,1.4,98,44701.0,31.0
19003,4004,21.0,0.3,0.6,0.5,0.0,1.0,97,42062.0,33.0
19005,14274,22.5,0.9,0.7,0.3,0.3,5.7,92,39670.0,37.0
19007,12797,22.1,0.5,0.3,0.4,0.0,1.5,96,36693.0,36.0
19009,6034,21.1,0.2,0.1,0.4,0.0,0.7,98,45310.0,24.0
19011,26092,24.9,0.4,0.2,0.3,0.0,1.1,97,54222.0,22.0
19013,131549,21.3,8.6,0.4,1.5,0.2,3.9,84,43037.0,40.0
19015,26255,23.8,0.9,0.4,0.4,0.0,2.1,95,50758.0,31.0
19017,24281,22.2,0.8,0.1,0.8,0.0,1.2,96,57646.0,15.0
19019,20923,26.7,0.4,0.2,0.4,0.0,1.2,97,52930.0,23.0
19021,20406,25.0,2.4,0.5,6.0,0.6,23.6,67,46356.0,46.0
19023,14939,23.7,0.3,0.2,0.3,0.0,1.0,97,51560.0,21.0
19025,9626,21.2,0.3,0.2,0.3,0.0,1.2,98,46171.0,29.0
19027,20861,24.3,0.5,0.2,0.5,0.0,1.7,96,49251.0,25.0
19029,13817,22.5,0.3,0.3,0.3,0.4,1.9,96,41329.0,33.0
19031,18400,24.2,0.4,0.2,0.5,0.0,1.6,97,57890.0,20.0
19033,43938,21.4,1.3,0.3,0.9,0.0,3.9,92,43120.0,32.0
19035,12069,21.0,0.6,0.3,0.6,0.1,2.6,95,47570.0,25.0
19037,12449,24.0,0.3,0.1,0.4,0.0,2.4,97,47311.0,23.0
19039,9356,24.8,0.5,0.6,0.5,0.1,10.6,87,42670.0,35.0
19041,16590,22.9,0.5,0.3,0.7,0.0,2.9,95,50289.0,29.0
19043,18014,22.7,0.4,0.1,0.2,0.1,1.8,97,44370.0,27.0
19045,49015,23.3,2.6,0.3,0.6,0.0,2.6,92,45600.0,35.0
19047,17277,26.7,1.4,0.8,0.8,0.3,25.3,72,44197.0,46.0
19049,69444,28.9,1.6,0.3,2.7,0.1,6.2,88,72146.0,17.0
19051,8787,29.0,0.1,0.3,0.3,0.0,1.0,98,40673.0,33.0
19053,8284,22.5,1.8,0.4,0.9,0.2,2.3,94,33803.0,46.0
19055,17658,24.8,0.4,0.1,0.3,0.0,0.9,98,50231.0,23.0
19057,40169,23.1,4.9,0.3,0.8,0.1,2.8,89,43721.0,42.0
19059,16899,19.2,0.3,0.1,0.5,0.0,1.2,97,52821.0,20.0
19061,94648,23.5,2.6,0.2,1.1,0.3,2.0,93,52084.0,27.0
19063,10104,22.9,0.8,1.6,0.5,0.1,8.2,89,44556.0,29.0
19065,20973,22.2,1.0,0.1,0.6,0.1,2.0,95,41547.0,34.0
19067,16070,23.5,1.3,0.2,1.5,0.0,2.2,94,44478.0,32.0
19069,10730,23.4,0.3,0.2,0.3,0.1,11.2,87,47396.0,37.0
19071,7367,22.6,0.6,0.4,0.3,0.0,2.5,95,51410.0,33.0
19073,9285,22.9,0.4,0.3,0.5,0.1,2.3,96,44271.0,38.0
19075,12459,23.9,0.2,0.1,0.2,0.1,1.1,98,54645.0,17.0
19077,10901,23.2,0.2,0.2,0.4,0.0,2.0,96,47762.0,27.0
19079,15538,23.7,0.4,0.5,2.0,0.0,5.2,91,45331.0,30.0
19081,11287,23.2,0.6,0.2,0.5,0.0,3.5,95,50935.0,25.0
19083,17426,22.8,1.2,0.3,0.5,0.0,3.7,94,46708.0,29.0
19085,14828,23.5,0.2,0.4,0.3,0.0,1.2,97,49921.0,25.0
19087,20284,22.6,2.2,0.4,2.5,0.1,4.1,90,45330.0,36.0
19089,9565,25.0,0.3,0.1,0.3,0.1,1.3,97,45450.0,28.0
19091,9802,22.8,0.5,0.2,0.4,0.0,3.7,95,48954.0,32.0
19093,7086,24.3,0.3,0.2,0.3,0.0,1.7,97,48480.0,24.0
19095,16320,23.9,0.5,0.2,0.4,0.0,2.1,96,53984.0,22.0
19097,19796,22.8,0.4,0.2,0.3,0.5,1.3,96,44840.0,30.0
19099,36547,22.3,1.3,0.3,0.5,0.0,1.6,95,50469.0,30.0
19101,16815,17.9,1.3,0.2,8.6,0.0,2.8,86,39743.0,32.0
19103,133038,19.4,4.8,0.3,5.4,0.1,4.9,83,53570.0,23.0
19105,20608,22.0,2.1,0.3,0.4,0.0,1.4,95,50929.0,24.0
19107,10378,22.9,0.5,0.2,0.3,0.0,1.0,98,42766.0,27.0
19109,15396,22.4,0.3,0.3,0.4,0.0,1.4,97,46294.0,27.0
19111,35621,21.8,3.1,0.2,0.6,0.0,3.1,91,43110.0,37.0
19113,213875,24.3,4.0,0.3,1.9,0.1,2.8,89,55772.0,26.0
19115,11369,25.3,0.6,0.4,1.6,0.1,16.1,81,48372.0,44.0
19117,8847,24.0,0.3,0.2,0.2,0.0,1.3,98,38422.0,38.0
19119,11670,27.6,0.1,0.1,0.2,0.0,2.0,97,53398.0,18.0
19121,15779,26.9,0.4,0.2,0.4,0.0,1.4,97,56258.0,23.0
19123,22530,24.1,1.1,0.4,1.1,0.0,1.8,95,47598.0,35.0
19125,33335,24.6,0.7,0.2,1.3,0.0,1.7,95,51996.0,24.0
19127,40980,25.4,1.6,0.7,1.6,0.2,18.0,77,47535.0,47.0
19129,14992,25.1,0.4,0.4,0.4,0.1,2.6,95,57331.0,29.0
19131,10783,24.1,0.2,0.1,0.3,0.0,1.1,98,45430.0,20.0
19133,9239,21.9,0.4,1.2,0.2,0.0,1.4,96,41458.0,35.0
19135,8056,23.9,0.3,0.2,0.5,0.0,2.4,96,42961.0,29.0
19137,10640,23.1,0.3,0.4,0.2,0.0,3.1,95,41437.0,38.0
19139,42815,26.0,1.4,0.5,0.9,0.0,16.2,80,47966.0,39.0
19141,14210,23.3,0.5,0.3,0.6,0.0,4.2,94,46233.0,25.0
19143,6357,22.4,0.3,0.3,0.3,0.1,6.5,92,47890.0,26.0
19145,15987,22.0,2.3,0.6,0.8,0.0,2.9,92,42449.0,34.0
19147,9419,21.9,0.6,0.2,0.4,0.1,2.0,96,43557.0,24.0
19149,24896,25.3,0.4,0.3,0.5,0.1,3.1,95,55047.0,18.0
19151,7180,21.3,0.5,0.4,0.2,0.2,2.7,95,43766.0,36.0
19153,437399,25.4,6.0,0.5,3.7,0.1,7.8,81,56091.0,35.0
19155,93518,24.0,1.4,0.6,0.7,0.0,6.7,90,48589.0,39.0
19157,18804,20.7,1.2,0.3,1.5,0.1,2.4,93,49853.0,26.0
19159,5119,24.0,0.4,0.3,0.4,0.0,1.7,97,38547.0,35.0
19161,10241,22.1,0.4,0.1,0.2,0.1,2.2,96,49480.0,27.0
19163,167095,24.3,6.8,0.4,2.1,0.1,5.7,83,50007.0,36.0
19165,12039,23.0,0.3,0.2,0.4,0.0,1.9,97,48572.0,23.0
19167,33900,27.0,0.4,0.4,0.8,0.0,9.2,89,57027.0,23.0
19169,89663,17.4,2.6,0.2,6.2,0.0,3.1,87,48121.0,18.0
19171,17695,25.3,0.5,7.5,0.3,0.1,7.8,84,50034.0,26.0
19173,6305,23.4,0.3,0.3,0.3,0.1,6.3,92,43155.0,42.0
19175,12545,23.6,0.8,0.3,0.5,0.0,2.1,95,39922.0,37.0
19177,7510,23.6,0.2,0.1,0.6,0.0,1.2,97,39719.0,35.0
19179,35421,22.8,1.4,0.8,0.8,0.2,9.2,87,39999.0,44.0
19181,46732,25.5,0.6,0.3,0.5,0.0,2.0,96,62688.0,17.0
19183,21855,24.8,0.8,0.3,0.4,0.1,5.1,93,50559.0,26.0
19185,6309,23.3,0.4,0.2,0.3,0.0,1.2,97,37662.0,39.0
19187,37660,22.0,3.9,0.4,0.7,0.0,3.9,90,42178.0,40.0
19189,10789,21.3,0.7,0.2,0.9,0.0,3.5,94,47692.0,24.0
19191,21024,19.9,0.7,0.1,1.2,0.0,2.1,96,49148.0,18.0
19193,102509,26.4,2.4,2.4,2.5,0.2,14.0,77,43362.0,41.0
19195,7544,22.8,0.4,0.3,0.5,0.0,2.0,96,48718.0,23.0
19197,13068,23.1,0.4,0.3,0.3,0.1,9.6,89,43647.0,37.0
20001,13331,23.5,2.0,1.0,0.6,0.0,3.0,91,37353.0,44.0
20003,8070,25.3,0.6,0.5,0.6,0.0,1.7,95,42185.0,40.0
20005,16793,24.1,5.2,0.6,0.5,0.0,2.4,89,42131.0,49.0
20007,4888,22.5,0.6,0.7,0.4,0.0,2.7,95,44118.0,27.0
20009,27841,24.6,1.4,0.8,0.3,0.1,13.9,83,42183.0,47.0
20011,14985,25.0,2.9,0.8,0.5,0.0,2.3,91,35805.0,51.0
20013,10010,25.1,1.4,9.3,0.4,0.0,3.4,84,40424.0,46.0
20015,65817,26.5,1.8,1.1,0.8,0.1,4.1,91,53217.0,22.0
20017,2817,21.9,1.4,0.6,0.4,0.0,3.8,93,41217.0,25.0
20019,3584,20.6,0.5,4.3,0.1,0.1,2.6,89,35952.0,45.0
20021,21385,24.6,0.8,3.9,0.4,0.3,2.2,89,39696.0,48.0
20023,2718,20.3,0.0,0.2,0.7,0.0,4.7,94,36835.0,36.0
20025,2143,24.8,0.2,0.8,1.0,0.1,7.4,88,42171.0,30.0
20027,8573,23.4,0.6,0.5,0.4,0.0,2.2,95,47692.0,26.0
20029,9365,22.0,0.6,0.4,0.3,0.0,3.2,94,39763.0,38.0
20031,8533,23.6,0.7,0.8,0.5,0.0,2.3,94,54644.0,32.0
20033,1884,23.5,0.3,0.3,0.3,0.1,4.4,94,39975.0,21.0
20035,36272,24.2,2.8,2.3,1.7,0.1,9.3,82,40248.0,48.0
20037,39220,22.0,2.1,1.0,1.4,0.2,4.7,89,34080.0,48.0
20039,2915,18.5,0.7,0.5,0.2,0.0,1.5,96,37986.0,29.0
20041,19739,24.3,0.9,0.6,0.4,0.1,4.1,92,46894.0,28.0
20043,7945,21.9,3.3,1.2,0.3,0.0,2.3,91,43092.0,35.0
20045,112211,18.4,4.0,2.8,4.1,0.1,5.5,81,47930.0,26.0
20047,3020,23.2,0.2,1.1,0.6,0.0,18.7,79,43874.0,39.0
20049,2811,20.6,0.1,1.6,0.4,0.1,2.8,93,34174.0,48.0
20051,28742,20.8,1.0,0.4,1.3,0.1,4.9,91,41774.0,28.0
20053,6483,18.4,4.8,0.6,0.4,0.0,5.2,88,46927.0,34.0
20055,37083,32.2,2.1,1.4,3.7,0.1,47.2,46,44888.0,54.0
20057,34568,31.3,2.1,1.7,1.7,0.2,51.7,43,47542.0,65.0
20059,25931,25.3,1.4,0.9,0.5,0.0,3.5,92,46553.0,41.0
20061,35323,30.9,17.0,1.2,3.4,0.8,13.1,60,40224.0,39.0
20063,2697,22.9,0.2,0.3,0.4,0.0,1.7,97,44351.0,25.0
20065,2641,19.7,3.7,0.7,0.3,0.0,2.5,90,40903.0,29.0
20067,7964,31.8,0.6,1.7,0.4,0.0,44.5,53,54230.0,47.0
20069,6113,30.3,0.6,0.8,0.3,0.0,14.8,83,59278.0,31.0
20071,1258,20.8,0.2,0.6,0.3,0.0,14.5,84,48606.0,35.0
20073,6644,22.0,0.3,1.2,0.3,0.0,3.5,93,35765.0,45.0
20075,2666,28.4,0.4,2.0,0.3,0.2,31.5,66,43679.0,52.0
20077,5993,23.4,0.7,1.3,0.2,0.3,5.3,92,39104.0,49.0
20079,34846,25.0,1.6,0.9,0.8,0.0,10.9,84,50958.0,36.0
