FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch
26073,70622,17.5,2.6,3.5,1.7,0.0,3.4,87,38154.0,36.0
26075,159748,22.8,8.0,0.4,0.7,0.0,3.1,86,42379.0,45.0
26077,252074,22.2,10.7,0.5,2.4,0.1,4.1,80,45798.0,42.0
26079,17160,22.4,0.6,0.9,0.3,0.0,1.3,95,38053.0,50.0
26081,608453,25.9,9.5,0.7,2.5,0.1,9.9,76,50651.0,41.0
26083,2173,18.6,0.3,0.1,0.0,0.0,0.7,98,38207.0,64.0
26085,11539,17.6,9.1,0.9,0.2,0.0,2.3,85,28971.0,85.0
26087,88082,23.6,1.1,0.5,0.4,0.0,4.2,93,50232.0,37.0
26089,21459,18.5,0.4,3.8,0.5,0.0,3.8,91,51267.0,31.0
26091,99440,22.7,2.5,0.5,0.5,0.0,7.6,87,45512.0,38.0
26093,181722,24.8,0.6,0.4,0.8,0.0,2.0,95,68895.0,17.0
26095,6584,17.4,11.3,5.0,0.3,0.0,1.3,79,36515.0,44.0
26097,11037,18.3,1.0,17.3,0.3,0.0,1.4,75,36393.0,37.0
26099,842145,22.6,9.2,0.3,3.1,0.0,2.4,83,50958.0,36.0
26101,24709,18.7,3.1,2.2,0.3,0.1,2.7,90,39347.0,47.0
26103,67694,18.3,1.8,1.8,0.6,0.0,1.2,93,41663.0,31.0
26105,28678,21.1,0.6,1.1,0.5,0.0,4.0,93,39101.0,46.0
26107,43300,19.5,3.0,0.8,0.8,0.0,1.9,92,38634.0,53.0
26109,23930,20.5,0.4,2.8,0.3,0.0,1.3,94,39292.0,39.0
26111,84063,23.1,1.3,0.5,2.0,0.1,2.1,93,53764.0,26.0
26113,14911,23.8,0.4,0.7,0.3,0.0,2.2,95,37616.0,45.0
26115,151560,23.7,2.2,0.4,0.6,0.0,3.1,92,54174.0,30.0
26117,63185,23.6,2.6,0.5,0.4,0.0,3.1,92,41023.0,44.0
26119,9653,16.4,0.3,0.4,0.2,0.0,1.0,97,32241.0,57.0
26121,171302,24.4,14.3,0.9,0.6,0.0,4.9,77,38482.0,51.0
26123,48352,24.3,1.2,0.9,0.4,0.0,5.5,91,41674.0,49.0
26125,1210145,23.0,13.9,0.3,5.8,0.0,3.6,75,61961.0,27.0
26127,26523,24.7,0.6,1.4,0.4,0.0,14.0,83,39670.0,60.0
26129,21570,19.7,0.3,0.8,0.4,0.0,1.5,96,33222.0,54.0
26131,6598,15.1,0.2,1.2,0.2,0.0,1.0,96,34352.0,42.0
26133,23510,24.4,0.8,0.6,0.2,0.0,1.6,95,38404.0,52.0
26135,8608,19.8,0.3,0.6,0.1,0.0,1.1,97,31579.0,55.0
26137,24078,22.4,0.5,0.7,0.4,0.0,1.3,96,44129.0,41.0
26139,266300,25.6,1.5,0.6,2.7,0.0,8.8,85,54461.0,29.0
26141,13155,17.0,0.5,0.7,0.4,0.0,0.9,97,39483.0,46.0
26143,24414,15.5,0.5,0.7,0.4,0.0,1.2,96,32742.0,57.0
26145,199088,23.0,18.6,0.5,1.1,0.1,7.8,71,40411.0,50.0
26147,161642,23.1,2.5,0.5,0.5,0.0,2.9,92,45858.0,36.0
26149,61136,25.5,2.6,0.6,0.7,0.0,6.8,88,40796.0,51.0
26151,42605,23.2,0.5,0.5,0.4,0.0,3.4,95,37465.0,45.0
26153,8490,19.8,0.2,8.8,0.2,0.0,0.9,87,38366.0,40.0
26155,69841,23.5,0.6,0.5,0.4,0.1,2.5,95,46811.0,38.0
26157,55422,22.9,1.3,0.5,0.3,0.0,2.9,94,42808.0,45.0
26159,76131,25.1,4.1,1.2,0.5,0.0,10.5,82,41600.0,45.0
26161,347962,20.1,12.6,0.4,8.3,0.1,4.2,72,56789.0,27.0
26163,1802096,24.9,39.9,0.4,2.7,0.0,5.4,50,38479.0,56.0
26165,32718,23.6,0.6,0.7,0.6,0.1,1.7,95,43873.0,52.0
27001,16220,17.6,0.4,2.4,0.2,0.0,1.1,95,39958.0,38.0
27003,333140,25.5,4.4,0.8,4.0,0.0,3.8,85,63799.0,25.0
27005,32778,24.3,0.5,7.6,0.4,0.0,1.4,87,47819.0,32.0
27007,45264,25.2,0.7,19.9,0.8,0.1,1.8,74,40657.0,50.0
27009,38671,24.7,2.0,0.5,1.1,0.0,1.8,93,49482.0,24.0
27011,5238,20.9,0.2,0.5,0.1,0.0,0.9,97,43190.0,28.0
27013,64384,19.2,2.8,0.3,2.3,0.0,2.6,91,46280.0,25.0
27015,25734,21.7,0.3,0.1,0.7,0.0,3.3,95,50339.0,25.0
27017,35455,23.1,1.5,5.8,0.5,0.0,1.5,89,49357.0,24.0
27019,92638,29.5,1.3,0.3,2.8,0.0,4.0,90,85314.0,11.0
27021,28390,21.1,0.3,11.0,0.3,0.0,1.4,85,42297.0,51.0
27023,12319,23.2,0.6,1.0,0.6,0.8,5.3,91,46545.0,27.0
27025,53916,25.0,1.2,0.7,0.9,0.0,1.7,94,62776.0,17.0
27027,59803,22.9,1.5,1.4,1.5,0.1,3.6,90,52731.0,25.0
27029,8774,24.5,0.4,9.0,0.3,0.0,1.5,86,36697.0,40.0
27031,5218,16.9,0.4,8.5,0.6,0.1,1.2,87,44278.0,26.0
27033,11686,23.7,0.8,0.3,2.8,0.2,6.6,89,44504.0,33.0
27035,62763,22.6,0.5,0.9,0.4,0.0,1.1,96,45514.0,31.0
27037,402006,25.9,4.7,0.5,4.6,0.1,6.1,82,70064.0,18.0
27039,20243,28.4,0.4,0.4,0.5,0.0,4.7,93,65423.0,19.0
27041,36172,21.5,0.4,0.3,0.5,0.0,1.0,97,49161.0,25.0
27043,14508,22.0,0.4,0.5,0.4,0.0,5.6,93,43567.0,32.0
27045,20876,23.7,0.3,0.2,0.4,0.0,1.0,98,47241.0,26.0
27047,31172,21.8,0.8,0.3,1.0,0.1,8.7,88,44352.0,34.0
27049,46217,23.3,1.0,1.3,0.6,0.1,3.1,93,54724.0,20.0
27051,5989,21.3,0.4,0.2,0.3,0.1,1.8,97,43715.0,29.0
27053,1168431,22.6,11.7,1.2,6.5,0.1,6.9,72,60811.0,34.0
27055,18916,22.4,0.6,0.2,0.5,0.0,0.8,97,52325.0,17.0
27057,20303,21.4,0.3,2.9,0.3,0.1,1.7,93,41196.0,40.0
27059,38283,25.5,0.7,0.5,0.9,0.1,1.7,95,57860.0,26.0
27061,45034,21.6,0.3,3.6,0.4,0.0,1.1,93,44957.0,35.0
27063,10202,22.3,0.5,0.4,1.4,0.0,3.0,94,47337.0,24.0
27065,16169,23.3,0.3,0.6,0.4,0.0,1.5,96,44691.0,36.0
27067,42173,23.7,2.5,0.4,0.5,0.1,11.2,85,49543.0,37.0
27069,4515,21.6,0.2,0.3,0.4,0.0,1.8,97,45740.0,25.0
27071,13213,20.7,0.7,2.4,0.4,0.0,1.2,94,42771.0,30.0
27073,7193,20.8,0.3,0.3,0.5,0.1,1.7,97,49670.0,27.0
27075,10824,18.8,0.2,0.5,0.3,0.0,0.7,97,48683.0,21.0
27077,4007,19.7,0.4,0.7,0.8,0.0,1.2,95,39777.0,33.0
27079,27656,25.0,0.4,0.3,0.6,0.0,5.4,92,54468.0,23.0
27081,5820,22.1,0.1,0.2,0.3,0.1,1.7,97,43996.0,22.0
27083,25891,24.1,2.4,0.6,2.7,0.1,6.0,87,50031.0,28.0
27085,36432,24.9,0.5,0.3,0.8,0.0,5.1,93,52120.0,24.0
27087,5456,29.8,0.3,40.0,0.2,0.0,2.4,50,37593.0,64.0
27089,9481,22.9,0.3,0.7,0.3,0.0,3.6,95,47760.0,27.0
27091,20689,21.8,0.3,0.4,0.6,0.0,3.7,95,44597.0,27.0
27093,23265,25.0,0.3,0.2,0.3,0.1,3.3,95,51299.0,28.0
27095,25979,25.1,0.4,6.0,0.4,0.0,1.6,90,43155.0,30.0
27097,33229,24.3,0.4,0.3,0.4,0.0,1.3,97,44928.0,30.0
27099,39349,25.4,2.4,0.4,1.9,0.2,11.0,83,46860.0,37.0
27101,8630,21.9,0.3,0.2,1.0,0.0,2.9,95,52281.0,23.0
27103,32820,22.1,2.2,0.5,1.5,0.0,3.8,91,55360.0,26.0
27105,21397,26.0,3.6,1.0,5.9,0.1,23.3,66,44945.0,44.0
27107,6869,23.8,0.2,1.8,0.5,0.0,4.3,91,44576.0,33.0
27109,145769,25.0,4.9,0.3,5.6,0.1,4.3,83,66997.0,25.0
27111,57252,21.4,0.9,0.6,0.5,0.1,2.7,94,47879.0,29.0
27113,14072,23.5,1.5,1.7,0.8,0.0,3.0,92,41986.0,28.0
27115,29604,21.5,2.1,3.2,0.5,0.0,2.5,90,42447.0,38.0
27117,9501,24.7,0.7,1.3,0.9,0.0,3.9,92,43726.0,29.0
27119,31456,23.4,0.8,1.6,0.8,0.0,5.5,90,49978.0,29.0
27121,10894,20.7,0.4,0.2,0.4,0.0,1.0,97,47165.0,28.0
27123,514696,23.2,10.7,1.0,12.0,0.1,7.2,67,51719.0,48.0
27125,4105,24.2,0.2,1.7,0.2,0.1,2.5,94,44658.0,32.0
27127,15972,24.5,0.5,5.0,3.2,0.0,2.2,88,47858.0,27.0
27129,15500,22.6,0.3,0.8,0.4,0.0,6.8,91,49153.0,32.0
27131,64409,23.1,3.3,0.6,2.1,0.1,8.0,85,56781.0,30.0
27133,9614,25.8,0.7,0.5,0.6,0.0,2.3,95,49920.0,22.0
27135,15540,25.9,0.3,1.3,2.5,0.0,0.8,94,48344.0,22.0
27137,200255,19.4,1.4,2.3,1.0,0.0,1.3,92,44475.0,32.0
27139,132556,29.7,2.7,1.0,5.9,0.1,4.6,84,81586.0,16.0
27141,89319,28.5,1.9,0.5,1.3,0.0,2.2,93,68646.0,21.0
27143,15169,25.1,0.3,0.3,0.6,0.0,7.6,90,53047.0,31.0
27145,151343,22.7,3.1,0.4,2.1,0.1,2.9,90,52053.0,26.0
27147,36534,26.1,2.8,0.3,0.9,0.0,6.5,89,54971.0,24.0
27149,9685,20.2,1.5,1.3,1.7,0.1,4.0,90,46892.0,20.0
27151,9640,22.0,0.6,0.5,0.2,0.0,4.1,94,46209.0,27.0
27153,24836,24.5,0.3,0.4,0.5,0.2,5.4,92,41290.0,43.0
27155,3523,21.1,0.5,4.0,0.1,0.0,1.6,93,45815.0,29.0
27157,21600,22.9,0.4,0.2,0.5,0.0,2.7,95,53899.0,21.0
27159,13749,23.7,0.8,0.6,0.3,0.0,1.3,96,36097.0,42.0
27161,19273,23.5,2.1,0.9,0.8,0.0,5.3,90,52660.0,25.0
27163,241280,26.1,3.7,0.5,5.1,0.0,3.5,85,77069.0,13.0
27165,11201,24.8,0.7,1.0,0.9,0.0,21.1,77,46565.0,41.0
27167,6592,23.8,0.2,1.2,0.4,0.0,2.3,95,50004.0,29.0
27169,51378,18.8,1.3,0.4,2.4,0.0,2.6,92,46028.0,26.0
27171,126437,29.6,1.1,0.4,1.2,0.0,2.6,93,68387.0,16.0
27173,10307,23.5,0.2,3.2,0.4,0.0,4.2,91,46586.0,32.0
28001,32067,22.0,53.2,0.4,0.4,0.0,6.8,38,26722.0,90.0
28003,37052,24.2,11.8,0.3,0.4,0.0,2.8,84,31496.0,49.0
28005,13064,22.0,41.3,0.2,0.1,0.0,1.0,57,32824.0,81.0
28007,19466,26.0,42.0,0.3,0.3,0.0,1.7,55,30108.0,64.0
28009,8732,24.1,36.8,0.3,0.1,0.0,1.8,60,27834.0,90.0
28011,33771,25.5,63.7,0.2,0.6,0.1,2.0,33,28802.0,82.0
28013,14917,24.9,27.9,0.2,0.1,0.0,5.4,66,32453.0,70.0
28015,10373,21.1,32.8,0.2,0.2,0.0,1.3,65,34876.0,84.0
28017,17124,26.2,42.3,0.2,0.4,0.1,3.7,53,30524.0,69.0
28019,8412,23.7,30.7,0.2,0.2,0.0,1.0,67,31177.0,61.0
28021,9585,23.7,83.6,0.1,0.4,0.0,1.0,14,22802.0,94.0
28023,16743,24.6,34.6,0.4,0.2,0.0,0.9,63,32875.0,58.0
28025,20456,25.4,58.2,0.2,0.2,0.0,1.1,40,30243.0,82.0
28027,25913,29.2,74.8,0.1,0.6,0.0,1.3,23,27349.0,91.0
28029,29247,24.7,50.7,0.2,0.3,0.0,2.7,45,31971.0,77.0
28031,19629,25.9,35.2,0.1,0.3,0.0,2.0,62,31655.0,71.0
28033,164053,27.7,22.6,0.4,1.3,0.1,5.0,70,54495.0,40.0
28035,75842,23.5,35.8,0.4,1.0,0.1,3.7,58,33203.0,66.0
28037,8017,24.9,34.8,0.2,0.1,0.0,0.9,63,33979.0,63.0
28039,22889,26.5,8.6,0.3,0.3,0.0,2.1,88,42596.0,59.0
28041,14338,21.4,26.6,0.3,0.2,0.0,1.0,71,37362.0,74.0
28043,21706,24.6,41.7,0.2,0.4,0.0,1.1,56,32543.0,61.0
28045,44649,23.7,7.8,0.5,1.0,0.1,3.5,85,39996.0,58.0
28047,191040,24.5,22.7,0.6,2.9,0.2,5.5,66,39046.0,57.0
28049,248184,26.0,68.7,0.2,0.8,0.0,1.6,28,35014.0,74.0
28051,18818,28.8,82.0,0.1,0.2,0.0,0.8,16,22623.0,95.0
28053,9312,28.7,73.8,0.1,0.3,0.1,2.2,23,23169.0,94.0
28055,1392,20.0,64.1,0.2,0.4,0.0,0.6,35,27683.0,
28057,23332,22.8,6.8,0.3,0.3,0.0,1.3,91,37848.0,54.0
28059,139901,25.2,21.8,0.5,2.2,0.1,4.9,69,47672.0,51.0
28061,16777,24.3,52.5,0.1,0.2,0.0,0.9,46,30574.0,81.0
28063,7605,23.4,84.5,0.2,0.1,0.0,0.5,14,23420.0,96.0
28065,12118,23.1,59.1,0.3,0.2,0.0,1.0,39,27808.0,99.0
28067,68075,25.6,28.3,0.6,0.5,0.0,4.8,65,37030.0,63.0
28069,10146,22.6,59.6,3.8,0.1,0.0,0.7,35,27601.0,85.0
28071,48472,18.4,23.8,0.3,2.2,0.1,2.4,70,39853.0,47.0
28073,57422,26.0,20.4,0.3,1.2,0.0,2.2,75,49250.0,43.0
28075,80475,24.8,42.8,0.3,0.8,0.1,1.9,54,36420.0,65.0
28077,12687,24.9,31.1,0.3,0.3,0.0,2.1,66,35396.0,63.0
28079,23572,30.8,40.9,6.4,0.3,0.0,4.3,48,33007.0,76.0
28081,84156,26.5,27.6,0.2,0.7,0.0,2.6,68,40983.0,53.0
28083,31861,27.1,71.8,0.4,0.6,0.0,2.4,24,24839.0,94.0
28085,34889,25.9,30.3,0.2,0.4,0.0,1.1,67,36112.0,55.0
28087,59671,24.9,43.5,0.2,0.7,0.0,1.7,53,38605.0,62.0
28089,96941,26.5,38.2,0.4,2.2,0.1,3.0,56,55692.0,43.0
28091,26809,25.4,32.5,0.2,0.4,0.0,1.4,65,31368.0,73.0
28093,36786,23.0,46.9,0.3,0.3,0.0,3.3,49,32943.0,86.0
28095,36626,23.9,30.7,0.2,0.2,0.0,1.0,67,34735.0,61.0
28097,10872,23.8,45.6,0.2,0.4,0.0,1.0,52,31249.0,72.0
28099,29818,28.6,21.5,15.5,0.4,0.1,1.8,60,34658.0,60.0
28101,21499,25.8,30.6,4.9,0.3,0.0,1.5,62,34269.0,59.0
28103,11351,26.8,71.3,0.2,0.2,0.0,0.9,27,21929.0,99.0
28105,47741,17.8,36.2,0.2,2.9,0.1,1.7,58,31937.0,64.0
28107,34602,26.9,48.6,0.2,0.3,0.0,1.6,49,32764.0,77.0
28109,55718,24.3,12.8,0.6,0.5,0.1,3.0,82,38276.0,61.0
28111,12164,25.0,20.5,0.3,0.2,0.0,1.1,77,34766.0,66.0
28113,40406,26.7,51.5,0.3,0.6,0.0,1.3,46,31142.0,72.0
28115,29900,26.7,14.4,0.6,0.2,0.1,6.1,78,38348.0,53.0
28117,25330,23.2,14.4,0.3,0.2,0.0,1.2,83,32927.0,54.0
28119,8134,26.4,69.1,0.3,0.2,0.0,0.8,29,24786.0,99.0
28121,143702,24.9,19.5,0.3,1.2,0.1,2.7,75,59890.0,37.0
28123,28388,27.1,37.4,0.7,0.4,0.5,10.7,50,32004.0,71.0
28125,4892,25.2,70.4,0.1,0.3,0.0,1.0,28,26439.0,94.0
28127,27320,26.0,35.1,0.3,0.4,0.1,1.6,62,32348.0,72.0
28129,16442,25.3,23.3,0.1,0.1,0.0,1.3,75,36311.0,57.0
28131,17822,23.7,19.7,0.6,0.3,0.0,1.5,77,39113.0,51.0
28133,29296,24.0,71.9,0.3,0.3,0.0,1.5,26,26788.0,89.0
28135,15318,22.3,56.2,0.3,0.9,0.1,5.7,36,27789.0,87.0
28137,28719,25.6,30.3,0.3,0.3,0.0,2.4,66,42201.0,62.0
28139,22143,25.0,16.1,0.4,0.2,0.0,4.7,78,33701.0,62.0
28141,19603,22.6,3.2,0.4,0.1,0.0,3.0,93,33494.0,56.0
28143,10628,30.1,72.4,0.2,0.7,0.1,2.5,23,29631.0,93.0
28145,27340,25.7,14.9,0.3,0.2,0.1,4.5,79,36925.0,54.0
28147,15406,25.7,44.4,0.4,0.2,0.0,1.6,52,28707.0,73.0
28149,48346,25.5,46.6,0.3,0.9,0.0,2.0,49,38874.0,67.0
28151,50406,27.8,70.6,0.2,0.6,0.0,1.2,27,29287.0,88.0
28153,20589,25.7,38.8,0.2,0.2,0.0,1.3,59,32817.0,73.0
28155,10319,24.5,20.4,0.3,0.2,0.0,1.3,77,32935.0,54.0
28157,9679,22.5,69.9,0.1,0.0,0.0,0.5,29,26738.0,99.0
28159,19069,24.7,45.4,1.2,0.2,0.0,1.1,52,31826.0,76.0
28161,12552,23.7,37.6,0.3,0.2,0.0,1.3,60,32022.0,71.0
28163,27886,25.2,56.5,0.4,0.5,0.0,4.8,37,28449.0,86.0
29001,25552,18.4,1.7,0.3,2.2,0.1,2.1,92,33639.0,36.0
29003,17196,23.4,0.7,0.3,0.5,0.0,1.8,96,54994.0,24.0
29005,5569,20.7,0.3,0.2,0.2,0.1,1.1,97,43322.0,32.0
29007,25566,24.8,6.7,0.4,0.5,0.0,2.7,88,39554.0,41.0
29009,35282,23.9,0.4,1.1,1.3,0.0,8.1,88,36546.0,48.0
29011,12327,25.6,0.5,1.3,0.3,0.1,2.1,94,36076.0,44.0
29013,17008,24.7,1.0,0.8,0.2,0.0,1.7,95,40376.0,41.0
29015,19115,17.4,0.5,0.7,0.4,0.0,1.7,96,36255.0,50.0
29017,12356,23.2,0.5,0.6,0.3,0.0,0.8,97,38565.0,42.0
29019,165627,20.7,9.2,0.5,3.9,0.1,3.2,81,46769.0,31.0
29021,89666,23.5,5.4,0.6,0.9,0.2,5.4,86,42031.0,46.0
29023,43082,23.2,5.5,0.6,0.7,0.0,1.6,90,33480.0,50.0
29025,9315,24.7,0.8,0.5,0.2,0.0,1.7,95,44206.0,39.0
29027,44420,22.1,4.7,0.6,0.6,0.0,1.7,91,45968.0,37.0
29029,43679,18.8,0.5,0.5,0.5,0.0,2.4,95,40370.0,46.0
29031,76632,21.7,7.2,0.3,1.3,0.0,2.1,88,41755.0,36.0
29033,9260,23.6,1.9,0.3,0.2,0.1,1.4,95,40035.0,41.0
29035,6365,24.1,0.4,1.2,0.2,0.0,1.8,95,27878.0,57.0
29037,100052,26.1,3.7,0.6,0.7,0.1,4.0,89,54969.0,26.0
29039,13948,23.0,0.3,0.7,0.4,0.0,1.6,96,30536.0,46.0
29041,7734,22.3,2.1,0.3,0.1,0.0,0.6,96,41409.0,39.0
29043,78570,26.9,0.8,0.7,0.6,0.1,2.7,94,50426.0,29.0
29045,7019,23.4,0.3,0.2,0.3,0.0,0.7,97,38597.0,36.0
29047,225161,25.5,5.3,0.6,2.2,0.3,6.0,84,59039.0,26.0
29049,20789,24.3,1.6,0.8,0.4,0.0,1.6,94,49202.0,29.0
29051,76448,23.3,11.3,0.4,1.3,0.1,2.5,83,54396.0,34.0
29053,17663,22.1,7.1,0.4,0.5,0.0,1.4,89,42482.0,38.0
29055,24800,24.3,0.5,0.5,0.3,0.1,1.7,96,38215.0,48.0
29057,7807,22.1,0.6,1.0,0.3,0.0,1.6,94,33754.0,43.0
29059,16749,24.4,0.3,0.9,0.3,0.1,1.7,95,33535.0,51.0
29061,8313,26.0,0.5,0.4,0.1,0.0,1.2,97,38820.0,39.0
29063,12767,17.5,11.6,0.5,0.3,0.1,1.9,85,41264.0,29.0
29065,15676,23.0,0.5,0.9,0.3,0.1,1.0,96,34288.0,40.0
29067,13548,22.1,0.4,0.6,0.3,0.0,1.1,96,30071.0,56.0
29069,31974,25.4,9.9,0.3,0.4,0.0,5.8,82,32018.0,59.0
29071,101938,24.3,1.0,0.3,0.4,0.0,1.5,96,47663.0,33.0
29073,15168,21.1,0.3,0.3,0.5,0.0,1.2,97,39751.0,34.0
29075,6786,24.6,0.5,0.3,0.3,0.0,0.6,98,37314.0,32.0
29077,277214,21.0,3.0,0.7,1.7,0.1,3.2,89,40423.0,38.0
29079,10228,24.2,0.7,0.5,0.4,0.0,1.9,96,35002.0,40.0
29081,8866,24.5,0.5,0.5,0.3,0.1,1.7,96,35626.0,41.0
29083,22219,22.1,1.3,0.5,0.3,0.1,1.9,95,38410.0,44.0
29085,9628,17.3,0.5,0.7,0.2,0.1,1.2,96,30049.0,50.0
29087,4814,20.0,0.2,1.0,0.4,0.0,1.0,97,41054.0,34.0
29089,10204,21.7,5.3,0.5,0.3,0.1,1.4,91,42733.0,34.0
29091,40665,24.6,0.5,0.7,0.6,0.0,1.7,95,31645.0,44.0
29093,10656,22.2,1.5,0.5,0.2,0.0,1.3,95,32173.0,55.0
29095,676360,24.4,23.6,0.6,1.7,0.3,8.4,63,44508.0,43.0
29097,118435,25.6,2.0,1.6,1.0,0.5,7.0,86,39359.0,43.0
29099,219480,24.8,1.0,0.3,0.7,0.0,1.7,95,51008.0,29.0
29101,53439,22.3,4.6,0.6,1.7,0.3,3.4,87,48483.0,28.0
29103,4126,24.5,0.4,0.2,0.3,0.0,1.1,97,33381.0,47.0
29105,35636,24.8,0.8,0.7,0.5,0.1,2.1,94,37442.0,43.0
29107,33209,24.0,2.3,0.5,0.4,0.2,2.3,93,47604.0,31.0
29109,38660,26.0,0.4,1.0,0.4,0.1,6.4,91,41128.0,44.0
29111,10155,23.0,3.3,0.4,0.3,0.1,1.6,93,40795.0,37.0
29113,53076,27.6,2.0,0.4,0.4,0.0,2.1,94,50523.0,37.0
29115,12566,24.1,0.9,0.3,0.2,0.0,1.6,96,35697.0,36.0
29117,15074,21.7,2.7,0.4,0.3,0.0,1.3,94,37956.0,38.0
29119,22977,27.6,1.0,3.0,1.1,1.3,11.5,80,34497.0,56.0
29121,15591,23.7,2.4,0.3,0.5,0.1,1.0,94,36969.0,39.0
29123,12195,23.8,0.5,0.4,0.4,0.0,2.1,96,32734.0,47.0
29125,9171,22.9,0.4,0.6,0.1,0.0,1.0,97,38568.0,40.0
29127,28717,23.7,5.1,0.2,0.6,0.1,1.5,91,36120.0,41.0
29129,3804,24.9,0.2,0.5,0.5,0.0,0.8,97,35483.0,35.0
29131,24770,24.5,0.6,0.6,0.3,0.2,1.5,96,35573.0,44.0
29133,14306,22.1,24.1,0.2,0.2,0.0,1.7,73,29533.0,59.0
29135,15697,24.8,3.9,0.4,0.4,0.1,4.0,90,43931.0,35.0
29137,8734,22.6,3.2,0.3,0.3,0.0,0.9,94,40176.0,37.0
29139,12270,23.3,1.9,0.2,0.3,0.0,1.6,95,38722.0,44.0
29141,20502,21.6,0.8,0.7,0.4,0.0,1.8,95,34885.0,51.0
29143,18783,23.6,15.8,0.3,0.5,0.0,1.3,81,35522.0,53.0
29145,58414,25.2,1.0,2.3,1.5,0.9,4.7,87,41722.0,44.0
29147,23468,18.1,2.7,0.2,1.5,0.0,1.4,93,38478.0,25.0
29149,11017,22.3,0.4,1.2,0.4,0.1,1.4,95,27616.0,49.0
29151,13915,24.3,0.3,0.3,0.1,0.1,0.7,98,49977.0,23.0
29153,9595,19.6,0.3,0.8,0.2,0.0,1.5,96,30284.0,53.0
29155,18174,27.5,26.8,0.4,0.3,0.0,2.0,69,26647.0,61.0
29157,19041,24.7,0.5,0.4,0.5,0.1,2.0,96,43899.0,37.0
29159,42178,25.3,3.2,0.7,0.7,0.1,7.5,86,38026.0,50.0
29161,45020,21.5,2.4,0.7,3.0,0.1,2.2,90,39880.0,41.0
29163,18572,22.1,7.4,0.2,0.3,0.0,2.0,89,38595.0,38.0
29165,90903,24.2,6.1,0.6,2.4,0.3,5.1,84,63676.0,19.0
29167,31170,24.3,0.9,0.6,0.4,0.0,2.1,95,38112.0,41.0
29169,53175,23.9,11.3,0.9,2.8,0.6,9.4,72,49600.0,29.0
29171,4978,22.7,0.2,0.2,0.5,0.0,0.8,97,34146.0,37.0
29173,10281,22.9,1.3,0.2,0.3,0.1,1.0,96,46640.0,31.0
29175,25346,22.9,5.9,0.3,0.5,0.0,1.8,90,36590.0,43.0
29177,23230,24.6,1.3,0.6,0.3,0.1,1.9,95,52222.0,29.0
29179,6588,22.5,1.0,0.7,0.2,0.0,1.2,95,29475.0,54.0
29181,14143,23.6,0.5,0.9,0.4,0.0,1.3,96,27794.0,58.0
29183,365151,25.2,4.4,0.3,2.3,0.1,2.9,89,67074.0,16.0
29185,9641,19.5,0.7,0.7,0.2,0.0,1.9,95,30098.0,45.0
29186,18124,22.8,0.8,0.3,0.3,0.0,0.9,97,48217.0,37.0
29187,65577,21.9,4.4,0.4,0.4,0.0,1.3,92,35252.0,45.0
29189,998692,23.0,23.2,0.2,3.6,0.0,2.6,69,55131.0,30.0
29195,23280,22.6,5.2,0.7,0.6,0.6,8.5,83,38379.0,45.0
29197,4381,24.8,0.2,0.2,0.3,0.0,0.8,98,33322.0,44.0
29199,4828,28.2,0.2,0.2,0.2,0.0,0.6,98,36804.0,43.0
29201,39136,24.7,11.4,0.2,0.4,0.0,1.9,85,37793.0,48.0
29203,8432,22.9,0.3,0.9,0.2,0.0,1.8,95,25684.0,60.0
29205,6280,24.9,0.7,0.2,0.2,0.0,1.2,97,35321.0,32.0
29207,29807,22.4,1.1,0.5,0.2,0.0,1.4,96,35916.0,44.0
29209,32263,18.1,0.4,0.6,0.4,0.0,1.8,96,37302.0,45.0
29211,6659,24.0,0.7,0.7,0.3,0.3,19.2,79,36039.0,50.0
29213,52736,22.1,1.1,1.0,0.7,0.1,5.1,90,36176.0,48.0
29215,25936,21.8,3.6,0.7,0.3,0.1,1.9,92,32193.0,44.0
29217,20963,24.7,0.7,0.8,0.6,0.1,1.7,95,37342.0,41.0
29219,32515,24.5,2.1,0.5,0.5,0.0,3.0,93,50773.0,39.0
29221,25076,23.7,2.4,0.4,0.2,0.0,1.1,95,30896.0,52.0
29223,13475,20.9,0.4,0.5,0.3,0.0,1.2,96,28066.0,54.0
29225,36439,27.2,1.1,0.7,0.2,0.0,1.9,95,39261.0,38.0
29227,2150,20.6,0.8,0.3,0.3,0.0,1.0,97,38105.0,36.0
29229,18716,25.5,0.6,0.6,0.3,0.0,1.6,96,27007.0,54.0
29510,318069,21.2,47.9,0.3,2.9,0.0,3.6,43,32576.0,76.0
30001,9198,19.2,0.3,1.6,0.6,0.4,3.9,92,38632.0,22.0
30003,13093,32.8,0.4,62.9,0.6,0.0,4.6,31,34778.0,65.0
30005,6565,30.8,0.3,48.9,0.1,0.0,2.2,48,36562.0,72.0
30007,5752,21.7,0.4,1.3,0.2,0.2,2.3,94,44183.0,33.0
30009,10028,19.4,0.4,1.0,0.3,0.0,2.1,95,43223.0,19.0
30011,1152,16.8,0.1,1.0,0.1,0.0,0.6,98,35540.0,17.0
30013,81837,22.7,1.3,4.5,0.8,0.1,3.6,87,42525.0,30.0
30015,5793,25.7,0.2,21.3,0.4,0.1,1.8,76,38106.0,33.0
