FIPS,Population,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low,95% CI - High,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low,95% CI - high,Total deaths,Mortality rate,95% CI - Low,95% CI - High,Total deaths,Mortality rate,95% CI - Low,95% CI - High,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Sample Size,% Couldn’t Access,Household Income,95% CI - Low,95% CI - High,# high housing costs,Households,% high housing costs,% Free Lunch,Homicide Rate,95% CI - Low,95% CI - High,# Drive Alone,Workers,% Drive Alone,% park access,,
20119,4531,27.1,17.2,0.7,0.9,0.4,0.0,15.3,82,137,3.3,49.2,100.0,10,8,13,null,null,45,329.1,239.1,441.8,null,null,null,null,null,null,null,null,null,null,,9618,568,24,21,26,191,14,10,18,155,4,49141,44977,53305,298,1765,17,39,null,null,null,1574,2042,77,43,:null,
20121,32715,26.4,13.5,1.4,0.6,0.4,0.0,2.7,93,108,0.4,50.6,51.0,9,7,11,9,36,343,335.1,299.2,371.0,17,48.5,28.3,77.6,13,614.4,327.1,1050.6,11,0,2985:1,9565,2857,15,13,17,689,8,5,10,842,12,57580,52124,63036,3529,12034,29,28,null,null,null,12665,15807,80,17,:null,
20123,6295,21.9,21.1,0.4,0.4,0.4,0.1,1.6,96,47,0.8,49.3,48.3,11,8,14,null,null,89,390.9,311.8,484.0,null,null,null,null,null,null,null,null,null,null,,9937,558,16,14,18,122,9,6,11,244,7,43511,38627,48395,502,2710,19,30,null,null,null,2759,3286,84,19,:null,
20125,34911,23.5,17.6,5.8,3.4,0.6,0.1,5.3,81,238,0.7,51.0,43.4,11,9,13,15,52,547,466.3,426.1,506.5,15,44.3,24.8,73.0,10,403.2,193.4,741.5,16,0,2210:1,9682,4403,22,19,24,824,10,7,12,958,17,36670,33490,39850,3363,14179,24,48,4,2,8,12566,15641,80,16,:null,
20127,5888,21.1,22.6,0.6,0.5,0.3,0.0,4.1,93,37,0.7,50.2,100.0,12,9,15,null,null,67,312.0,237.5,402.5,null,null,null,null,null,null,null,null,null,null,,9333,669,20,18,23,154,12,9,15,233,15,44227,40245,48209,544,2558,21,29,null,null,null,2398,2950,81,1,:null,
20129,3198,26.4,17.2,0.5,1.3,2.2,0.3,19.4,76,62,2.1,50.5,100.0,10,7,13,null,null,34,340.3,234.3,478.0,null,null,null,null,null,null,null,null,1,0,3231:1,8630,429,24,21,27,129,14,11,18,110,6,47006,42681,51331,258,1221,21,45,null,null,null,1272,1539,83,13,:null,
20131,10113,26.0,20.3,0.6,0.6,0.2,0.0,1.3,96,16,0.2,49.4,75.2,11,9,14,null,null,91,293.0,234.3,361.8,null,null,null,null,null,null,null,null,1,0,10170:1,8260,910,17,14,19,227,8,6,11,436,7,47971,43235,52707,736,4040,18,20,null,null,null,3815,5043,76,16,:null,
20133,16449,24.5,17.4,1.3,1.2,0.5,0.0,4.4,91,128,0.8,50.5,45.1,12,9,15,null,null,224,419.4,363.1,475.7,20,121.6,74.3,187.9,17,1591.8,927.3,2548.6,1,0,16497:1,10026,1869,20,18,23,324,8,5,10,531,13,40651,36892,44410,1631,6686,24,47,null,null,null,5840,7427,79,42,:null,
20135,3120,22.4,23.5,0.6,1.1,0.2,0.0,8.5,90,46,1.6,49.8,100.0,12,9,15,null,null,36,322.7,217.7,460.6,null,null,null,null,null,null,null,null,null,null,,12128,339,21,18,23,86,12,9,16,140,6,44774,39858,49690,187,1359,14,32,null,null,null,1185,1530,77,19,:null,
20137,5635,19.9,18.3,3.0,0.3,0.6,0.0,4.4,90,34,0.6,44.1,49.0,10,7,12,5,109,78,399.9,314.6,501.3,null,null,null,null,null,null,null,null,3,0,1888:1,9190,488,18,15,20,122,10,7,14,189,7,41396,36320,46472,585,2255,26,31,null,null,null,2021,2623,77,62,:null,
20139,16306,24.6,17.0,0.5,0.7,0.2,0.0,2.3,95,19,0.1,50.2,83.5,11,9,14,9,66,205,364.8,313.2,416.4,14,84.3,46.1,141.5,null,null,null,null,null,null,,8230,1574,17,15,19,351,8,6,11,648,11,47318,43036,51600,1574,6656,24,33,null,null,null,6239,7986,78,20,:null,
20141,3847,20.6,25.0,0.2,0.5,0.5,0.0,1.2,97,8,0.2,50.3,100.0,12,9,16,null,null,36,254.5,174.1,359.3,null,null,null,null,null,null,null,null,1,0,3847:1,8702,426,21,18,24,102,12,9,15,175,10,37949,33512,42386,388,1752,22,41,null,null,null,1453,1990,73,33,:null,
20143,6119,25.0,17.9,1.0,0.6,0.2,0.0,2.2,95,8,0.1,48.3,100.0,10,7,12,null,null,74,335.0,261.2,423.3,null,null,null,null,null,null,null,null,null,null,,7213,624,18,16,20,160,10,7,13,228,12,48998,43490,54506,525,2354,22,26,null,null,null,2215,2886,77,21,:null,
20145,7011,21.8,17.5,4.7,0.7,0.6,0.1,6.6,86,91,1.4,44.5,31.7,10,8,13,null,null,92,389.6,311.2,481.8,null,null,null,null,null,null,null,null,23,0,303:1,10469,640,19,16,21,120,8,6,11,248,8,41623,36597,46649,499,2523,20,43,null,null,null,2361,3290,72,46,:null,
20147,5555,23.7,20.4,0.6,0.5,0.8,0.0,2.3,95,8,0.2,50.7,53.8,11,8,14,null,null,71,345.3,265.3,441.8,null,null,null,null,null,null,null,null,2,0,2818:1,9708,606,19,17,22,151,11,8,14,230,9,40746,36830,44662,458,2406,19,36,null,null,null,2157,2749,78,18,:null,
20149,21920,29.2,12.2,1.2,0.9,0.8,0.1,4.7,91,182,0.9,50.4,58.9,10,8,12,7,46,174,277.6,235.9,319.3,12,48.6,25.1,84.9,10,569.5,273.1,1047.3,4,0,5428:1,8790,1922,15,13,17,483,7,5,9,720,10,53339,47876,58802,1927,7878,24,24,null,null,null,8352,10611,79,1,:null,
20151,9676,22.6,18.8,1.2,0.8,0.4,0.0,5.9,90,93,1.0,50.4,32.2,9,7,12,null,null,113,357.0,288.5,425.5,null,null,null,null,null,null,null,null,3,0,3216:1,8750,1144,21,19,24,236,10,8,13,357,16,44964,40440,49488,1009,3980,25,33,null,null,null,3955,4807,82,51,:null,
20153,2512,18.6,26.0,0.4,0.2,0.2,0.0,3.7,95,12,0.5,50.0,100.0,11,8,15,null,null,40,405.4,275.4,575.4,null,null,null,null,null,null,null,null,1,0,2506:1,11208,309,22,20,25,75,15,11,19,100,7,40908,36256,45560,213,1200,18,31,null,null,null,783,1268,62,53,:null,
20155,64607,23.4,17.2,3.0,0.8,0.5,0.0,8.2,86,327,0.5,49.8,31.3,11,9,13,26,50,777,369.5,342.9,396.0,39,64.6,45.9,88.3,37,866.1,609.8,1193.8,18,0,3587:1,8491,6666,19,16,21,1157,7,5,9,1868,11,41892,38951,44833,6271,25827,24,42,2,1,4,24397,29945,81,31,:null,
20157,4907,19.3,26.9,0.5,0.3,0.3,0.0,1.2,97,3,0.1,51.2,100.0,12,9,15,null,null,55,293.0,214.5,390.8,null,null,null,null,null,null,null,null,1,0,4954:1,8177,526,20,17,22,133,14,10,17,227,9,38132,34380,41884,454,2348,19,36,null,null,null,1877,2502,75,7,:null,
20159,10076,23.6,17.6,1.3,1.0,0.4,0.1,10.5,85,139,1.5,49.7,63.8,11,8,14,null,null,130,378.5,311.0,446.0,null,null,null,null,null,null,null,null,1,0,10107:1,10605,1167,22,19,25,261,11,8,13,302,17,45420,40929,49911,768,3822,20,44,null,null,null,3516,4703,75,46,:null,
20161,72997,18.1,7.3,6.2,0.7,4.2,0.2,7.0,79,616,0.9,47.7,13.8,6,5,8,32,52,343,251.5,223.6,279.4,31,61.4,41.7,87.1,31,588.8,400.1,835.7,38,0,1881:1,8160,7119,16,13,19,987,7,5,9,1265,6,45558,41478,49638,9228,25375,36,23,null,null,null,25702,37782,68,40,:null,
20163,5182,23.5,19.4,0.5,0.4,0.5,0.1,2.3,96,15,0.3,51.3,100.0,11,8,14,null,null,58,318.5,239.3,415.5,null,null,null,null,null,null,null,null,null,null,,10585,657,23,20,25,165,13,9,17,183,13,39326,35513,43139,536,2372,23,31,null,null,null,1892,2480,76,42,:null,
20165,3238,18.7,24.5,0.4,0.6,0.2,0.0,2.6,95,2,0.1,50.6,100.0,10,8,14,null,null,44,361.1,256.8,493.6,null,null,null,null,null,null,null,null,1,0,3323:1,10089,353,19,16,21,69,10,7,14,132,10,37693,33593,41793,329,1568,21,35,null,null,null,1187,1614,74,40,:null,
20167,6956,21.2,22.5,1.0,0.7,0.6,0.0,2.1,94,46,0.7,50.4,41.1,11,8,14,null,null,97,363.6,292.0,447.5,null,null,null,null,null,null,null,null,1,0,6983:1,10824,873,23,20,25,167,11,8,14,231,13,37140,32857,41423,648,3270,20,39,null,null,null,2531,3458,73,45,:null,
20169,55844,24.9,14.6,3.2,0.7,2.2,0.1,10.0,82,961,1.9,50.3,14.6,9,7,10,25,55,606,351.9,323.5,380.3,38,69.1,48.9,94.9,35,842.8,587.0,1172.1,21,0,2654:1,7749,6815,21,18,23,1208,8,6,11,1642,13,45359,41226,49492,6591,22239,30,42,5,3,7,23099,28556,81,24,:null,
20171,4910,25.1,18.5,0.5,0.8,0.5,0.2,15.7,82,397,8.5,49.8,26.1,9,7,12,null,null,58,353.9,266.6,460.6,null,null,null,null,null,null,null,null,1,0,4952:1,11374,505,18,16,21,135,10,7,13,176,14,49066,43017,55115,433,2051,21,38,null,null,null,1986,2536,78,66,:null,
20173,501076,27.0,11.7,9.0,1.4,4.2,0.1,13.2,70,13604,3.0,50.6,7.7,9,9,10,675,172,5314,378.8,368.4,389.1,390,73.2,65.9,80.4,318,817.5,727.6,907.4,199,0,2509:1,8944,64800,21,20,23,10644,8,6,9,12247,12,49526,46956,52096,55454,191853,29,48,6,5,7,198591,233973,85,55,:null,
20175,23328,32.4,8.3,3.1,1.4,2.9,0.2,57.0,35,3945,19.4,48.5,11.4,7,6,9,26,152,203,368.1,316.4,419.8,24,82.8,53.1,123.2,17,706.6,411.6,1131.3,8,0,2877:1,8932,4371,33,29,36,878,12,8,15,455,15,47855,44067,51643,1916,7426,26,65,null,null,null,7543,10167,74,42,:null,
20177,178941,24.6,14.6,8.2,1.4,1.2,0.1,11.1,75,2946,1.8,51.5,15.8,10,9,11,172,119,2111,375.0,358.7,391.2,120,68.9,56.6,81.3,106,877.2,710.2,1044.2,124,0,1437:1,8437,19433,18,17,20,3708,8,6,10,5424,11,44816,42229,47403,21155,73219,29,43,7,5,8,70253,84780,83,51,:null,
20179,2552,23.2,22.8,0.2,0.5,0.2,0.0,3.2,95,2,0.1,49.2,100.0,10,8,14,null,null,27,296.0,189.7,440.4,null,null,null,null,null,null,null,null,null,null,,9947,270,19,17,22,104,17,12,22,83,2,48498,42709,54287,183,1087,17,26,null,null,null,939,1267,74,40,:null,
20181,6054,22.0,18.8,0.8,0.6,0.8,0.1,11.6,85,56,1.0,49.3,24.2,12,9,15,null,null,79,366.8,287.5,461.2,null,null,null,null,null,null,null,null,1,0,6014:1,9884,850,25,22,28,167,12,8,15,202,11,39660,34895,44425,732,2569,28,37,null,null,null,2092,2881,73,69,:null,
20183,3834,19.0,26.8,0.3,0.3,0.2,0.1,1.5,96,4,0.1,50.7,100.0,10,8,13,null,null,54,360.7,264.1,481.1,null,null,null,null,null,null,null,null,null,null,,7686,416,20,18,23,98,12,9,16,188,10,38090,33606,42574,225,1769,13,32,null,null,null,1487,1911,78,35,:null,
20185,4371,23.8,20.2,0.3,2.0,0.5,0.0,12.7,85,110,2.6,50.2,100.0,12,9,15,null,null,53,344.1,253.7,456.2,null,null,null,null,null,null,null,null,null,null,,9879,652,26,23,29,165,16,12,19,185,20,44133,39791,48475,263,1853,14,44,null,null,null,1535,2119,72,62,:null,
20187,2250,28.9,16.0,0.6,2.0,0.2,0.2,38.5,59,249,12.4,48.4,100.0,10,7,13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,2252:1,8935,397,33,29,36,117,17,13,22,60,8,49115,43364,54866,113,765,15,43,null,null,null,757,1012,75,8,:null,
20189,5613,30.0,13.0,0.2,1.3,0.3,0.1,33.2,65,410,8.0,50.5,31.2,11,8,14,null,null,54,348.7,261.2,456.1,null,null,null,null,null,null,null,null,null,null,,11192,946,29,26,33,287,16,12,20,177,8,58901,53197,64605,336,2060,16,42,null,null,null,2077,2579,81,39,:null,
20191,23787,25.8,15.9,1.0,1.3,0.3,0.0,4.6,91,44,0.2,50.0,62.9,11,9,13,14,72,307,397.2,352.0,442.5,16,62.6,35.8,101.6,null,null,null,null,4,0,6024:1,7897,2490,18,16,20,510,8,6,10,799,15,47460,42362,52558,2364,9239,26,35,null,null,null,8966,10927,82,10,:null,
20193,7977,22.4,15.2,0.8,0.8,0.7,0.1,4.8,92,63,0.9,50.9,30.8,9,7,12,null,null,91,385.9,309.5,475.4,13,177.9,94.7,304.3,null,null,null,null,null,null,,11399,949,21,18,24,176,9,6,12,233,9,47892,42117,53667,753,3165,24,31,null,null,null,3255,4333,75,52,:null,
20195,2930,19.1,23.0,0.5,0.2,0.4,0.1,1.8,96,0,0.0,50.6,100.0,10,8,14,null,null,39,323.6,225.4,450.1,null,null,null,null,null,null,null,null,1,0,2995:1,13447,335,20,17,22,77,13,9,16,118,7,45683,41096,50270,257,1220,21,21,null,null,null,1046,1342,78,55,:null,
20197,7026,25.4,15.9,0.7,0.6,0.2,0.0,3.0,94,11,0.2,49.0,100.0,9,7,12,null,null,78,317.4,248.8,399.0,null,null,null,null,null,null,null,null,1,0,7046:1,7989,675,17,14,19,193,11,8,13,301,8,51666,46701,56631,501,2768,18,22,null,null,null,2816,3496,81,null,:null,
20199,1527,26.1,20.2,0.3,0.5,0.1,0.0,7.4,91,33,2.4,49.8,100.0,11,8,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,10094,196,24,21,27,65,16,12,20,51,2,47573,42066,53080,72,627,11,31,null,null,null,506,798,63,41,:null,
20201,5845,22.8,22.9,0.4,0.4,0.3,0.0,2.9,95,64,1.2,49.1,100.0,11,9,14,null,null,68,308.5,236.0,396.3,null,null,null,null,null,null,null,null,null,null,,9011,662,21,19,24,158,12,8,15,256,7,39962,35471,44453,359,2496,14,26,null,null,null,2051,2952,69,23,:null,
20203,2276,26.4,17.9,0.7,0.6,0.1,0.0,25.4,73,66,3.2,48.7,100.0,11,8,14,null,null,23,325.4,201.4,497.4,null,null,null,null,null,null,null,null,null,null,,13391,372,31,27,34,120,19,14,24,117,9,46929,41253,52605,127,862,15,44,null,null,null,955,1200,80,53,:null,
20205,9300,23.7,19.8,0.5,1.3,0.4,0.1,2.5,94,20,0.2,50.7,72.7,11,9,14,null,null,135,383.2,316.2,450.3,null,null,null,null,null,null,null,null,null,null,,11142,1125,22,19,24,242,10,7,13,333,18,37002,33918,40086,767,3830,20,43,null,null,null,3109,4110,76,33,:null,
20207,3292,21.0,21.7,0.5,1.1,0.2,0.0,2.3,94,0,0.0,50.3,100.0,12,9,15,null,null,70,626.4,478.0,806.2,null,null,null,null,null,null,null,null,null,null,,8271,448,24,21,27,83,12,9,16,125,6,33221,29588,36854,372,1562,24,44,null,null,null,1044,1402,74,37,:null,
20209,158224,28.3,10.7,24.1,1.4,2.7,0.2,26.7,44,11424,8.0,50.6,6.1,12,11,13,459,375,2182,504.9,483.5,526.3,153,86.9,73.1,100.7,120,843.3,692.4,994.2,48,0,3287:1,9843,27570,29,26,31,5771,13,10,16,4121,22,38016,36160,39872,21673,57114,38,69,19,16,21,52948,65941,80,55,:null,
21001,18686,22.2,15.6,2.8,0.2,0.3,0.0,1.9,94,58,0.3,50.6,75.5,13,11,17,null,null,281,437.1,384.9,489.2,null,null,null,null,null,null,null,null,1,0,18615:1,12484,3088,29,25,32,348,8,6,11,303,25,30147,26602,33692,1794,7193,25,52,null,null,null,5286,6714,79,null,:null,
21003,20140,24.1,15.0,1.0,0.3,0.2,0.0,1.6,96,122,0.7,50.7,78.7,12,9,15,12,74,324,486.0,432.1,539.9,11,56.2,28.1,100.6,10,719.4,345.0,1323.1,2,0,10000:1,9881,2988,25,22,28,364,7,5,9,241,21,35614,31719,39509,1933,7849,25,49,null,null,null,5966,7453,80,null,:null,
21005,21644,25.1,12.3,2.3,0.2,0.5,0.0,1.4,94,136,0.7,51.2,41.7,12,9,15,11,60,252,379.4,332.0,426.7,19,86.9,52.3,135.7,12,917.4,474.0,1602.6,3,0,7159:1,10445,2804,21,18,24,355,6,4,8,125,13,51817,46155,57479,1909,8386,23,37,null,null,null,8508,10188,84,null,:null,
21007,8253,21.9,17.8,3.0,0.2,0.2,0.0,1.2,94,10,0.1,50.4,100.0,12,9,15,6,83,145,485.9,404.3,567.5,null,null,null,null,null,null,null,null,3,0,2754:1,10390,989,20,18,23,159,8,6,11,210,13,40790,36101,45479,688,3358,20,47,null,null,null,2795,3296,85,11,:null,
21009,42269,23.9,15.5,4.0,0.3,0.5,0.2,2.7,91,163,0.4,51.4,63.3,13,11,16,18,52,587,419.3,384.9,453.7,25,61.6,39.9,90.9,21,760.3,470.7,1162.2,5,0,8427:1,9581,6052,24,21,27,781,8,5,10,582,21,36298,32351,40245,4843,16708,29,50,4,2,7,14940,17922,83,14,:null,
21011,11742,24.7,14.9,1.5,0.2,0.1,0.1,1.4,96,10,0.1,50.6,100.0,13,11,16,null,null,219,577.2,499.1,655.3,11,95.2,47.5,170.4,null,null,null,null,6,0,1937:1,9796,1643,23,20,26,226,8,5,10,563,20,29857,26644,33070,1635,4306,38,69,null,null,null,3104,3846,81,null,:null,
21013,28725,21.9,15.9,2.3,0.2,0.3,0.0,0.8,95,53,0.2,51.4,62.5,15,12,19,13,55,631,626.7,576.4,676.9,26,102.7,67.1,150.5,17,1007.7,587.0,1613.4,null,null,,12834,4315,25,22,28,392,6,4,8,392,25,24940,22315,27565,2660,10632,25,72,6,3,10,7607,8826,86,7,:null,
21015,121737,27.9,9.9,2.7,0.3,2.2,0.1,3.7,90,1214,1.1,50.5,13.3,9,8,11,76,80,1145,348.4,328.0,368.8,64,48.7,37.5,62.2,58,676.1,513.4,874.0,31,0,3848:1,10836,12038,17,15,18,1925,6,4,7,904,14,64055,59295,68815,10997,41843,26,25,2,1,4,50650,58976,86,20,:null,
21017,19998,24.0,15.4,6.0,0.4,0.4,0.0,7.1,85,404,2.2,51.2,44.7,13,10,18,15,90,315,464.3,411.9,516.8,15,78.5,43.9,129.4,14,1097.2,599.8,1840.9,3,0,6657:1,9452,3035,25,23,28,432,9,6,11,103,10,40350,36359,44341,2370,7933,30,52,null,null,null,6741,8443,80,null,:null,
21019,49466,21.4,16.8,2.9,0.3,0.5,0.0,1.5,94,230,0.5,50.3,25.3,15,12,17,45,110,843,490.1,456.2,524.0,21,49.7,30.7,75.9,20,653.0,398.8,1008.4,22,0,2255:1,11146,6228,22,19,24,633,6,4,8,1117,16,38783,34839,42727,4591,19521,24,47,3,2,6,15099,18266,83,6,:null,
21021,28550,21.3,16.3,7.4,0.3,0.8,0.0,2.9,87,247,0.9,51.2,34.8,12,9,16,21,83,382,401.7,360.6,442.8,null,null,null,null,null,null,null,null,17,0,1675:1,9897,3566,23,20,25,468,8,5,10,190,14,39663,35412,43914,3015,10916,28,42,null,null,null,9538,12066,79,17,:null,
21023,8513,25.2,14.0,0.5,0.2,0.1,0.0,1.2,97,118,1.5,49.9,100.0,12,10,15,5,71,126,461.1,379.4,542.8,null,null,null,null,null,null,null,null,1,0,8506:1,9223,1190,23,20,26,170,8,5,10,470,18,41974,36942,47006,727,3070,24,47,null,null,null,2886,3540,82,null,:null,
21025,13842,23.0,14.0,0.4,0.1,0.5,0.1,0.7,98,40,0.3,50.0,81.5,16,13,19,null,null,361,775.3,693.8,856.7,21,159.2,98.6,243.4,null,null,null,null,2,0,6942:1,12082,1937,22,19,25,200,6,4,8,430,25,26829,24018,29640,1348,5314,25,74,12,6,21,3120,4124,76,null,:null,
21027,20256,23.9,15.9,2.2,0.4,0.3,0.0,0.9,95,24,0.1,50.0,100.0,13,10,16,6,36,339,475.5,423.3,527.7,14,71.6,39.1,120.1,null,null,null,null,1,0,20075:1,10183,3124,26,23,29,475,10,7,12,313,17,38028,33930,42126,1861,7519,25,50,null,null,null,5614,7129,79,null,:null,
21029,75109,24.6,11.6,0.8,0.4,0.6,0.0,1.5,96,78,0.1,50.5,30.4,11,9,14,40,64,834,358.2,333.6,382.7,28,37.4,24.9,54.1,19,437.1,263.2,682.6,8,0,9309:1,10711,8750,19,17,21,1204,6,4,8,295,18,52033,47081,56985,7577,27705,27,39,3,1,5,29263,33966,86,9,:null,
21031,12827,23.2,16.4,0.6,0.4,0.2,0.0,2.9,95,129,1.1,50.1,100.0,12,9,16,9,82,210,486.0,418.8,553.2,13,110.8,59.0,189.5,null,null,null,null,1,0,12730:1,12952,1989,26,23,29,241,8,6,11,163,20,32483,28812,36154,1245,5081,25,49,null,null,null,3670,4762,77,null,:null,
21033,12973,22.4,17.9,5.4,0.2,0.3,0.0,1.2,91,78,0.6,51.6,54.6,12,10,15,14,130,254,535.8,467.4,604.1,10,87.2,41.8,160.4,null,null,null,null,3,0,4324:1,10104,1797,23,20,26,218,7,5,10,259,20,36650,32393,40907,1181,5047,23,55,null,null,null,4191,4887,86,8,:null,
21035,37544,17.8,15.2,4.1,0.3,1.8,0.0,2.5,90,371,1.1,51.8,48.7,11,9,14,22,70,447,385.2,348.3,422.0,12,45.2,23.3,78.9,null,null,null,null,18,0,2071:1,9206,5094,23,20,26,499,7,5,9,602,16,39599,36204,42994,4270,14967,29,43,null,null,null,14180,17198,82,8,:null,
21037,90940,22.6,12.7,2.7,0.2,0.9,0.1,1.7,93,201,0.2,50.9,15.3,10,8,12,89,120,1064,395.0,371.0,418.9,37,45.0,31.7,62.0,41,705.7,506.4,957.3,19,0,4764:1,10485,9772,18,15,20,1222,6,4,7,760,10,53501,50987,56015,10072,35258,29,40,3,2,4,36606,44562,82,44,:null,
21039,5048,22.4,18.7,0.9,0.6,0.3,0.0,1.8,96,0,0.0,51.1,100.0,13,10,17,null,null,85,472.8,374.4,589.3,null,null,null,null,null,null,null,null,1,0,5105:1,10634,724,24,21,27,102,9,6,12,120,18,38075,33647,42503,456,2018,23,50,null,null,null,1546,1855,83,null,:null,
21041,11013,25.3,13.2,1.7,0.3,0.6,0.0,7.0,89,258,2.6,49.5,52.2,11,8,15,6,67,180,523.6,446.2,600.9,null,null,null,null,null,null,null,null,1,0,10801:1,11819,1554,24,21,27,197,7,5,9,null,null,40685,36304,45066,1145,4195,27,59,null,null,null,3473,4292,81,30,:null,
21043,27586,23.0,15.3,0.6,0.3,0.2,0.0,1.2,97,22,0.1,50.4,79.4,12,9,15,11,50,489,518.2,471.3,565.2,17,65.1,37.9,104.2,null,null,null,null,2,0,13853:1,10417,3873,23,21,26,422,6,4,8,676,22,35471,31592,39350,2221,10407,21,54,10,6,16,8080,10523,77,2,:null,
21045,15909,23.5,16.3,0.6,0.3,0.2,0.0,2.6,96,242,1.6,51.2,100.0,14,11,17,5,36,305,529.6,468.7,590.4,15,99.3,55.6,163.7,10,865.1,414.8,1590.9,null,null,,13459,2818,30,27,33,373,10,6,13,295,28,28034,24732,31336,1627,6032,27,62,null,null,null,4733,6125,77,null,:null,
21047,73591,28.2,10.6,20.7,0.7,1.2,0.4,6.4,69,724,1.1,49.1,28.6,11,9,13,78,124,863,465.8,434.3,497.2,74,89.1,70.0,111.8,61,875.4,669.6,1124.5,24,0,3088:1,9294,9382,23,20,26,1496,7,5,9,612,16,35779,32313,39245,8069,26117,31,60,6,4,9,22929,29920,77,10,:null,
21049,35537,23.1,14.7,4.9,0.2,0.4,0.0,2.6,91,251,0.8,51.3,27.5,11,9,15,29,96,533,460.2,420.5,499.8,24,71.3,45.7,106.0,13,583.5,310.7,997.8,7,0,5089:1,9876,4821,22,19,25,570,7,4,9,null,null,44494,39363,49625,3916,14406,27,50,4,2,8,12657,15317,83,null,:null,
21051,21720,21.8,12.6,4.3,0.2,0.1,0.0,1.9,93,51,0.2,46.5,78.6,14,11,17,27,136,452,649.0,588.7,709.2,20,100.5,61.4,155.2,null,null,null,null,2,0,10856:1,13866,2773,22,20,25,298,6,4,8,306,30,22289,19882,24696,2046,6731,30,66,null,null,null,3896,4600,85,null,:null,
21053,10201,23.6,16.8,0.5,0.2,0.2,0.4,2.4,96,47,0.5,50.1,100.0,12,9,15,5,65,180,483.8,410.9,556.7,null,null,null,null,null,null,null,null,1,0,10275:1,13015,1622,26,23,30,188,8,5,10,182,24,27095,24231,29959,1086,3986,27,57,null,null,null,3235,3810,85,null,:null,
21055,9336,22.5,18.6,0.9,0.4,0.2,0.1,0.5,97,95,1.1,49.9,70.8,12,9,15,6,76,160,465.9,390.5,541.3,null,null,null,null,null,null,null,null,null,null,,11119,1384,26,23,29,178,8,6,11,179,18,33570,30004,37136,804,3855,21,43,null,null,null,2757,3565,77,null,:null,
21057,6832,22.4,18.8,2.8,0.1,0.1,0.0,1.0,95,0,0.0,51.0,100.0,13,10,17,null,null,162,636.9,534.5,739.3,null,null,null,null,null,null,null,null,null,null,,14430,1144,28,25,32,141,9,6,12,134,14,27570,24416,30724,612,2668,23,60,null,null,null,1994,2687,74,1,:null,
21059,97234,24.3,14.7,4.9,0.2,0.7,0.1,2.6,90,607,0.7,51.5,27.0,11,10,13,69,89,1249,403.6,380.9,426.3,67,71.3,55.3,90.6,58,891.1,676.6,1151.9,31,0,3121:1,9968,10971,19,17,21,1345,6,4,7,1446,10,44379,40413,48345,9300,37279,25,51,3,2,5,36219,42136,86,36,:null,
21061,12090,21.8,16.7,1.6,0.3,0.2,0.0,0.8,96,36,0.3,50.0,100.0,14,11,18,null,null,182,418.4,355.5,481.2,null,null,null,null,null,null,null,null,null,null,,10514,2000,27,23,30,255,9,6,12,194,24,36321,32350,40292,1276,4770,27,47,null,null,null,3856,4793,80,9,:null,
21063,7707,20.1,14.0,3.5,0.2,0.1,0.1,0.8,95,23,0.3,43.7,100.0,13,10,16,null,null,107,390.7,315.5,465.9,null,null,null,null,null,null,null,null,null,null,,11624,1026,24,21,27,125,8,5,10,205,24,29339,25830,32848,777,2602,30,71,null,null,null,1616,2016,80,2,:null,
21065,14666,22.3,15.6,0.3,0.3,0.1,0.0,0.7,98,102,0.7,50.6,76.1,13,10,17,null,null,286,558.0,491.7,624.3,18,131.7,78.0,208.1,12,1321.6,682.9,2308.5,null,null,,10337,2148,24,21,27,226,7,4,9,null,null,28961,25571,32351,1607,5680,28,61,12,6,20,3587,4585,78,null,:null,
21067,301569,21.0,10.6,14.3,0.4,3.4,0.1,7.0,73,7648,2.8,50.8,3.1,9,8,11,643,258,2815,346.0,333.0,358.9,168,68.8,58.4,79.2,145,781.8,654.5,909.0,316,0,939:1,9440,42726,22,20,24,4627,7,5,9,1365,11,47211,45126,49296,39425,122075,32,42,5,5,7,119449,149681,80,61,:null,
21069,14512,24.3,15.1,1.4,0.1,0.2,0.0,1.2,96,64,0.5,51.0,80.5,12,10,14,null,null,242,504.7,439.8,569.6,12,84.5,43.6,147.5,null,null,null,null,3,0,4798:1,10637,2394,27,24,30,302,8,6,11,808,22,34736,30575,38897,1700,5611,30,51,null,null,null,4723,5988,79,null,:null,
21071,39207,22.4,13.8,0.8,0.1,0.2,0.0,0.6,98,74,0.2,51.1,83.9,16,13,18,13,37,875,662.3,617.5,707.0,29,80.6,54.0,115.8,25,954.2,617.5,1408.6,10,0,3943:1,12899,5824,23,21,26,607,7,5,9,906,28,28459,25707,31211,4269,15562,27,68,7,4,11,9958,11831,84,3,:null,
